Nama,Masuk,Keluar,Duration,Coba
InsertPostgreSQL,14:09:23,14:09:23,21.285,28
InsertPostgreSQL,14:09:36,14:09:36,24.637,29
InsertPostgreSQL,14:09:43,14:09:43,27.257,30
UpdateByIDJSON,10:59:13,10:59:13,25.092,1
UpdateByIDJSON,10:59:16,10:59:16,13.667,2
UpdateByIDJSON,10:59:19,10:59:19,13.926,3
UpdateByIDJSON,10:59:22,10:59:22,12.667,4
UpdateByIDJSON,10:59:25,10:59:25,13.367,5
UpdateByIDJSON,10:59:28,10:59:28,13.284,6
UpdateByIDJSON,10:59:32,10:59:32,14.822,7
UpdateByIDJSON,10:59:36,10:59:36,16.078,8
UpdateByIDJSON,10:59:39,10:59:39,15.865,9
UpdateByIDJSON,10:59:43,10:59:43,13.305,10
UpdateByIDJSON,10:59:45,10:59:45,13.375,11
UpdateByIDJSON,10:59:48,10:59:48,15.396,12
UpdateByIDJSON,10:59:52,10:59:52,13.244,13
UpdateByIDJSON,10:59:55,10:59:55,13.582,14
UpdateByIDJSON,10:59:58,10:59:58,12.724,15
UpdateByIDJSON,11:00:02,11:00:02,14.726,16
UpdateByIDJSON,11:00:20,11:00:20,13.370,17
UpdateByIDJSON,11:00:23,11:00:23,13.859,18
UpdateByIDJSON,11:00:28,11:00:28,15.170,19
UpdateByIDJSON,11:00:31,11:00:31,15.078,20
UpdateByIDJSON,11:00:34,11:00:34,14.239,21
UpdateByIDJSON,11:00:37,11:00:37,12.894,22
UpdateByIDJSON,11:00:40,11:00:40,14.270,23
UpdateByIDJSON,11:00:43,11:00:43,12.597,24
UpdateByIDJSON,11:00:47,11:00:47,13.796,25
UpdateByIDJSON,11:00:50,11:00:50,14.332,26
UpdateByIDJSON,11:00:54,11:00:54,14.092,27
UpdateByIDJSON,11:00:57,11:00:57,12.991,28
UpdateByIDJSON,11:01:01,11:01:01,15.609,29
UpdateByIDJSON,11:01:04,11:01:04,12.932,30
UpdateByIDPostgreSQL,13:57:56,13:57:56,4.232,1
UpdateByIDPostgreSQL,13:58:01,13:58:01,1.186,2
UpdateByIDPostgreSQL,13:58:07,13:58:07,0.708,3
UpdateByIDPostgreSQL,13:58:11,13:58:11,1.324,4
UpdateByIDPostgreSQL,13:58:14,13:58:14,1.167,5
UpdateByIDPostgreSQL,13:58:20,13:58:20,1.214,6
UpdateByIDPostgreSQL,13:59:57,13:59:57,1.052,7
UpdateByIDPostgreSQL,14:00:00,14:00:00,1.156,8
UpdateByIDPostgreSQL,14:00:04,14:00:04,0.690,9
UpdateByIDPostgreSQL,14:00:09,14:00:09,1.275,10
UpdateByIDPostgreSQL,14:00:16,14:00:16,1.267,11
UpdateByIDPostgreSQL,14:00:20,14:00:20,1.242,12
UpdateByIDPostgreSQL,14:00:26,14:00:26,1.084,13
UpdateByIDPostgreSQL,14:00:34,14:00:34,1.022,14
UpdateByIDPostgreSQL,14:00:40,14:00:40,0.908,15
UpdateByIDPostgreSQL,14:00:46,14:00:46,0.690,16
UpdateByIDPostgreSQL,14:00:51,14:00:51,1.178,17
UpdateByIDPostgreSQL,14:00:56,14:00:56,1.122,18
UpdateByIDPostgreSQL,14:00:59,14:00:59,1.163,19
UpdateByIDPostgreSQL,14:01:03,14:01:03,0.821,20
UpdateByIDPostgreSQL,14:01:07,14:01:07,1.084,21
UpdateByIDPostgreSQL,14:01:12,14:01:12,1.127,22
UpdateByIDPostgreSQL,14:01:16,14:01:16,1.119,23
UpdateByIDPostgreSQL,14:01:20,14:01:20,0.679,24
UpdateByIDPostgreSQL,14:02:26,14:02:26,1.115,25
UpdateByIDPostgreSQL,14:02:30,14:02:30,1.052,26
UpdateByIDPostgreSQL,14:02:34,14:02:34,0.825,27
UpdateByIDPostgreSQL,14:02:38,14:02:38,1.105,28
UpdateByIDPostgreSQL,14:02:42,14:02:42,1.723,29
UpdateByIDPostgreSQL,14:02:48,14:02:48,0.506,30
